% Beth Kieler
% bkiel3
% 11/27/2014
%
% Title: Image Training Data
% Num of bins:  64
%
% Description:
% This is one training file for image classification to categorize images into one of seven 
% categories: Piano, Kangaroo, Strawberry, Sunflower, Airplane, Face and Leopard.  The
% data set consists of 320 training images

% Number of Attributes: 64 numeric attributes and the class
% 
% Attributes:
%    bin1 - bin64
%    Class - Piano, Kangaroo, Strawberry, Sunflower, Airplane, Face or Leopard
%    
% Summary:
%    Piano 50   
%    Kangaroo 50   
%    Strawberry 20   
%    Sunflower 50   
%    Airplane 50   
%    Face 50   
%    Leopard 50   
%

@RELATION images

@ATTRIBUTE bin1 numeric
@ATTRIBUTE bin2 numeric
@ATTRIBUTE bin3 numeric
@ATTRIBUTE bin4 numeric
@ATTRIBUTE bin5 numeric
@ATTRIBUTE bin6 numeric
@ATTRIBUTE bin7 numeric
@ATTRIBUTE bin8 numeric
@ATTRIBUTE bin9 numeric
@ATTRIBUTE bin10 numeric
@ATTRIBUTE bin11 numeric
@ATTRIBUTE bin12 numeric
@ATTRIBUTE bin13 numeric
@ATTRIBUTE bin14 numeric
@ATTRIBUTE bin15 numeric
@ATTRIBUTE bin16 numeric
@ATTRIBUTE bin17 numeric
@ATTRIBUTE bin18 numeric
@ATTRIBUTE bin19 numeric
@ATTRIBUTE bin20 numeric
@ATTRIBUTE bin21 numeric
@ATTRIBUTE bin22 numeric
@ATTRIBUTE bin23 numeric
@ATTRIBUTE bin24 numeric
@ATTRIBUTE bin25 numeric
@ATTRIBUTE bin26 numeric
@ATTRIBUTE bin27 numeric
@ATTRIBUTE bin28 numeric
@ATTRIBUTE bin29 numeric
@ATTRIBUTE bin30 numeric
@ATTRIBUTE bin31 numeric
@ATTRIBUTE bin32 numeric
@ATTRIBUTE bin33 numeric
@ATTRIBUTE bin34 numeric
@ATTRIBUTE bin35 numeric
@ATTRIBUTE bin36 numeric
@ATTRIBUTE bin37 numeric
@ATTRIBUTE bin38 numeric
@ATTRIBUTE bin39 numeric
@ATTRIBUTE bin40 numeric
@ATTRIBUTE bin41 numeric
@ATTRIBUTE bin42 numeric
@ATTRIBUTE bin43 numeric
@ATTRIBUTE bin44 numeric
@ATTRIBUTE bin45 numeric
@ATTRIBUTE bin46 numeric
@ATTRIBUTE bin47 numeric
@ATTRIBUTE bin48 numeric
@ATTRIBUTE bin49 numeric
@ATTRIBUTE bin50 numeric
@ATTRIBUTE bin51 numeric
@ATTRIBUTE bin52 numeric
@ATTRIBUTE bin53 numeric
@ATTRIBUTE bin54 numeric
@ATTRIBUTE bin55 numeric
@ATTRIBUTE bin56 numeric
@ATTRIBUTE bin57 numeric
@ATTRIBUTE bin58 numeric
@ATTRIBUTE bin59 numeric
@ATTRIBUTE bin60 numeric
@ATTRIBUTE bin61 numeric
@ATTRIBUTE bin62 numeric
@ATTRIBUTE bin63 numeric
@ATTRIBUTE bin64 numeric
@ATTRIBUTE class 	{Piano,Kangaroo,Strawberry,Sunflower,Airplane,Face,Leopard}

@DATA
0.0698272883892059326171875,0.00195164070464670658111572265625,0,0,0.014853195287287235260009765625,0.00614853203296661376953125,0,0,0,0.00005181347296456806361675262451171875,0,0,0,0,0,0,0.001692573423497378826141357421875,0.00100172706879675388336181640625,0,0,0.00041450778371654450893402099609375,0.098445594310760498046875,0.015008635818958282470703125,0,0,0.00592400692403316497802734375,0.12592400610446929931640625,0,0,0,0.00276338518597185611724853515625,0,0,0,0,0,0,0.00060449051670730113983154296875,0.009568220935761928558349609375,0,0,0.00003454231409705244004726409912109375,0.4188773632049560546875,0.0002417961950413882732391357421875,0,0,0.22416235506534576416015625,0.0008462867117486894130706787109375,0,0,0,0,0,0,0,0,0,0,0.000017271157048526220023632049560546875,0.000138169256388209760189056396484375,0,0,0,0.0015025907196104526519775390625,airplane
0.067308358848094940185546875,0.0009677196503616869449615478515625,0,0,0.00259210611693561077117919921875,0.0007257897523231804370880126953125,0,0,0,0,0,0,0,0,0,0,0.02256860397756099700927734375,0.031450890004634857177734375,0.0000345614171237684786319732666015625,0,0.001503421575762331485748291015625,0.0342330820858478546142578125,0.0007603511330671608448028564453125,0,0,0.0002937720273621380329132080078125,0.0041646505706012248992919921875,0,0,0,0.000604824745096266269683837890625,0,0.009003248997032642364501953125,0.00383631722070276737213134765625,0.0046485103666782379150390625,0,0.0007430704426951706409454345703125,0.011111495085060596466064453125,0.081184767186641693115234375,0.000069122834247536957263946533203125,0,0.0004147369763813912868499755859375,0.02381281554698944091796875,0.0006221054936759173870086669921875,0,0,0.00164166721515357494354248046875,0.1408550441265106201171875,0.0013997373171150684356689453125,0.00008640353917144238948822021484375,0,0,0,0.0014342986978590488433837890625,0.037827469408512115478515625,0.009919126518070697784423828125,0,0.0000345614171237684786319732666015625,0.01468860171735286712646484375,0.0525160692632198333740234375,0,0,0.000345614156685769557952880859375,0.4365970790386199951171875,airplane
0.15769231319427490234375,0.00024132730322889983654022216796875,0,0,0.0180392153561115264892578125,0.00250377063639461994171142578125,0,0,0,0.000874811434186995029449462890625,0,0,0,0,0,0,0.028159879148006439208984375,0.01942684687674045562744140625,0,0,0.01294117607176303863525390625,0.536530911922454833984375,0.00025641024694778025150299072265625,0,0,0.0065610860474407672882080078125,0.0007088989368639886379241943359375,0,0,0.000165912511874921619892120361328125,0.00054298643954098224639892578125,0,0,0,0,0,0,0.0617345385253429412841796875,0.02034690789878368377685546875,0,0,0.005716440267860889434814453125,0.097526393830776214599609375,0,0,0,0.00061840121634304523468017578125,0.0002111613866873085498809814453125,0,0,0,0,0,0,0,0,0,0,0.007722473703324794769287109375,0.00170437409542500972747802734375,0,0,0.00045248868991620838642120361328125,0.0193212665617465972900390625,airplane
0.12952171266078948974609375,0.00431569106876850128173828125,0,0,0.03790672123432159423828125,0.03212980926036834716796875,0.00015291818999685347080230712890625,0,0,0,0,0,0,0,0,0,0.0391640476882457733154296875,0.1696032583713531494140625,0.00003398181797820143401622772216796875,0,0.0044006458483636379241943359375,0.2500891983509063720703125,0.00611672736704349517822265625,0,0,0.0041627730242908000946044921875,0.01044940948486328125,0,0,0,0,0,0.00231076381169259548187255859375,0.0340158008038997650146484375,0.0046045365743339061737060546875,0,0.00005097272878629155457019805908203125,0.02754226513206958770751953125,0.0303627550601959228515625,0,0,0.00023787273676134645938873291015625,0.0395208559930324554443359375,0.0042477273382246494293212890625,0,0,0.00042477273382246494293212890625,0.00059468182735145092010498046875,0.0001019454575725831091403961181640625,0,0,0,0,0,0.0005437090876512229442596435546875,0,0,0,0.00265058199875056743621826171875,0.010415427386760711669921875,0,0,0.00005097272878629155457019805908203125,0.15427745878696441650390625,airplane
0.0414862930774688720703125,0.0303896106779575347900390625,0,0,0.0055988454259932041168212890625,0.0144444443285465240478515625,0,0,0,0.00005772005897597409784793853759765625,0.0000144300147439935244619846343994140625,0,0,0,0,0,0.001269841217435896396636962890625,0.0219913423061370849609375,0,0,0.0002886002766899764537811279296875,0.15112553536891937255859375,0.0205483399331569671630859375,0,0,0.0155411250889301300048828125,0.0096825398504734039306640625,0,0,0,0.0004184704157523810863494873046875,0.00021645022206939756870269775390625,0.00008658008300699293613433837890625,0.0000144300147439935244619846343994140625,0,0,0.000028860029487987048923969268798828125,0.0068975468166172504425048828125,0.02914862893521785736083984375,0,0,0.0005483405548147857189178466796875,0.078124098479747772216796875,0.00246753240935504436492919921875,0,0,0.02774891816079616546630859375,0.02689754776656627655029296875,0,0,0,0,0,0,0.000028860029487987048923969268798828125,0,0,0,0.001255411305464804172515869140625,0.0021500722505152225494384765625,0,0,0.00008658008300699293613433837890625,0.51144301891326904296875,airplane
0.09482051432132720947265625,0.00041025641257874667644500732421875,0,0,0.027076922357082366943359375,0.084547005593776702880859375,0,0,0,0,0,0,0,0,0,0,0.004786324687302112579345703125,0.000222222224692814052104949951171875,0,0,0.0008547008619643747806549072265625,0.284034192562103271484375,0.0007521367515437304973602294921875,0,0,0.011863247491419315338134765625,0.0357948727905750274658203125,0,0,0,0,0,0.00200000009499490261077880859375,0.00037606837577186524868011474609375,0,0,0.000170940169482491910457611083984375,0.00176068372093141078948974609375,0.000136752132675610482692718505859375,0,0,0.00005128205157234333455562591552734375,0.0369230769574642181396484375,0.0000854700847412459552288055419921875,0,0,0.00182905979454517364501953125,0.0046495725400745868682861328125,0.0000854700847412459552288055419921875,0.0000683760663378052413463592529296875,0,0,0,0.00049572647549211978912353515625,0,0,0,0,0.0001025641031446866691112518310546875,0.00003418803316890262067317962646484375,0,0,0,0.406068384647369384765625,airplane
0.20395667850971221923828125,0,0,0,0.00009193035657517611980438232421875,0,0,0,0,0,0,0,0,0,0,0,0.0324146412312984466552734375,0.14445935189723968505859375,0,0,0.0016363603062927722930908203125,0.01875379122793674468994140625,0.000018386070223641581833362579345703125,0,0,0.00003677214044728316366672515869140625,0,0,0,0,0,0,0.000018386070223641581833362579345703125,0.111382819712162017822265625,0.0041736378334462642669677734375,0,0,0.01809189282357692718505859375,0.004817150533199310302734375,0,0,0.00022063284995965659618377685546875,0.010461674071848392486572265625,0,0,0,0,0,0,0,0,0,0,0,0.00003677214044728316366672515869140625,0,0,0,0.0045413593761622905731201171875,0.00308885984122753143310546875,0,0,0.00016547463019378483295440673828125,0.4416334331035614013671875,airplane
0.242506563663482666015625,0.00034120734198950231075286865234375,0,0,0.0004986876738257706165313720703125,0.000538057764060795307159423828125,0,0,0,0.0038713910616934299468994140625,0.00044619422988034784793853759765625,0,0,0.000013123359167366288602352142333984375,0.0005511810886673629283905029296875,0,0.2319553792476654052734375,0.08215223252773284912109375,0,0,0.00018372703925706446170806884765625,0.016692914068698883056640625,0.000013123359167366288602352142333984375,0,0,0.00186351709999144077301025390625,0.00363517063669860363006591796875,0,0,0,0.0552493445575237274169921875,0.00199475069530308246612548828125,0.011010498739778995513916015625,0.13043306767940521240234375,0.0065091862343251705169677734375,0,0.0001181102343252860009670257568359375,0.0237532816827297210693359375,0.021706037223339080810546875,0,0,0.0000524934366694651544094085693359375,0.006574803031980991363525390625,0,0,0,0.006706036627292633056640625,0.01082677207887172698974609375,0.0000787401586421765387058258056640625,0.014160105027258396148681640625,0.0343963243067264556884765625,0.00018372703925706446170806884765625,0,0.0015748031437397003173828125,0.02377952821552753448486328125,0.0005905511789023876190185546875,0,0,0.017677165567874908447265625,0.0288057737052440643310546875,0,0,0.000013123359167366288602352142333984375,0.0185433067381381988525390625,airplane
0.16258238255977630615234375,0.008957578800618648529052734375,0,0,0.00003094155181315727531909942626953125,0.00023206163314171135425567626953125,0,0,0,0,0,0,0,0,0,0,0.0046876450069248676300048828125,0.22689439356327056884765625,0.0007271264330483973026275634765625,0,0,0.06559608876705169677734375,0.007921037264168262481689453125,0,0,0.000665243365801870822906494140625,0.0107212476432323455810546875,0,0,0,0,0,0.00061883102171123027801513671875,0.02642408572137355804443359375,0.00901946239173412322998046875,0,0,0.00340357073582708835601806640625,0.011324607767164707183837890625,0,0,0,0.0641727745532989501953125,0.000340357073582708835601806640625,0,0,0.0022742040455341339111328125,0.001423311419785022735595703125,0,0,0,0,0,0,0.0000928246518014930188655853271484375,0,0,0,0.00204214244149625301361083984375,0.0017636683769524097442626953125,0,0,0.00024753241450525820255279541015625,0.387836873531341552734375,airplane
0.207733333110809326171875,0.042283333837985992431640625,0.0010166666470468044281005859375,0,0.02300000004470348358154296875,0.051433332264423370361328125,0.0030499999411404132843017578125,0,0,0.000016666666851961053907871246337890625,0,0,0,0,0,0,0.009316666983067989349365234375,0.02386666648089885711669921875,0.001866666716523468494415283203125,0,0.000199999994947575032711029052734375,0.12720000743865966796875,0.059916667640209197998046875,0.0003333333297632634639739990234375,0,0.000750000006519258022308349609375,0.00848333351314067840576171875,0.000183333337190560996532440185546875,0,0,0,0,0.000016666666851961053907871246337890625,0.0003333333297632634639739990234375,0.0001166666697827167809009552001953125,0,0,0.0428499989211559295654296875,0.104749999940395355224609375,0.0007666666642762720584869384765625,0,0.0001166666697827167809009552001953125,0.10396666824817657470703125,0.011083333753049373626708984375,0,0,0.00038333333213813602924346923828125,0.001599999959580600261688232421875,0,0,0,0,0,0.00025000001187436282634735107421875,0.0051333331502974033355712890625,0,0,0,0.065700002014636993408203125,0.0372333340346813201904296875,0,0,0,0.065049998462200164794921875,airplane
